blind_id,dataset,source_domain,raw_id,sub_path,q_equal_tertile,broad_unicode_flag,N_h,n_h,inclusion_probability,design_weight,content_sha256
Q11-0419,A1,stackexchange,BkiUbFw5qsFAfmG_X3HX,,1,1,17,17,1.0,1.0,596cab0ba257a174dcb877860c662d3f7410e06d5e065346ad7f7caee833a7b5
Q11-0420,A1,github,BkiUc_c25YjgKNDlVIkp,,2,0,3330,25,0.0075075075075075074,133.2,95147f2155e2ba238e9d32758a3d4e6754bd40a15f0234a02b63f7a692a7297b
Q11-0421,A1,commoncrawl,BkiUeXfxK7Dgs_aSVRLG,,2,0,3118,25,0.008017960230917255,124.72,42059b88724c329df6e464b9742dc3cfe45c98d9ec7d5321c24779511e5881f0
Q11-0422,A1,c4,BkiUbH45qhDACnynodzT,,3,0,3311,25,0.007550588945937783,132.44,7beb58b8ed0d4d878714bcfc9cc1ed42affa34495b27432b56a9c7c055d68f42
Q11-0423,A1,wikipedia,BkiUfAI5qhLBirRk26I4,,2,0,3308,25,0.007557436517533253,132.32,48ca5e38f3424b42d34f637ed4b7931144f3613fb81dce6ee85c5e8caed2f831
Q11-0424,A1,c4,BkiUa5LxK1ThhBMLeKDA,,3,0,3311,25,0.007550588945937783,132.44,316cee945a64f54168b784d6a37cd515fb11baf9cad631c618d8abd8d3e34ffb
Q11-0425,A1,commoncrawl,BkiUapnxK4sA-9F9iIdK,,2,1,95,25,0.2631578947368421,3.8,971af50d2cdf9e990f6a75f71ee164dd4377855105d7cbf96f29169f63f9bdc5
Q11-0426,A1,commoncrawl,BkiUdQ85qU2Apwwg7ukL,,3,1,59,25,0.423728813559322,2.36,fd11b6a3b3771a48b8f6ed19ef0d822c393482b7852dae176d6542ac3e62ee4e
Q11-0427,A1,wikipedia,BkiUaTnxK7Dgs_aSSEk9,,2,1,25,25,1.0,1.0,d6c17f93de398d414e13badb58f600c56fca4675b83ca75b1102d46857057480
Q11-0428,A1,commoncrawl,BkiUbtI4ukPiES_fJC_u,,1,0,3101,25,0.008061915511125443,124.04,4c632a7d856eb85a436f44247b3db63cdb30ae9e0343a472ef750207c9b990e9
Q11-0429,A1,arxiv,BkiUfKM5qhDCZ21LCzcw,,2,0,473,25,0.052854122621564484,18.92,feae066345444f750c7c8083ac6c33090a57bde70b751bbc8ba0500489a06775
Q11-0430,A1,stackexchange,BkiUbLw5qhLAB_0lxnrL,,1,0,3317,25,0.007536930961712391,132.68,f8c4b9e10d2dad625990f319a3b339badd2746f5032eb17f386a1cebfe2c14e7
Q11-0431,A1,arxiv,BkiUcB3xK6wB9mn494d7,,3,0,472,25,0.05296610169491525,18.88,d031411f7139aeaccb852e38150a2c6d4efb62df60eaa21d30b3492e93979c09
Q11-0432,A1,commoncrawl,BkiUeEw4eIXh8Eim8qvC,,2,0,3118,25,0.008017960230917255,124.72,1bd907b27c627aff685e0687bdfcf274f944b312e0957dbe2cce5df886d97c2e
Q11-0433,A1,c4,BkiUar3xK6Ot9TMSof3l,,3,0,3311,25,0.007550588945937783,132.44,ca6cf06c40d755e18012d308af6b20bcb36fe88f433c1a19673e4aa2fc82342a
Q11-0434,A1,commoncrawl,BkiUdiw4eIXh3G5Cz9pp,,1,0,3101,25,0.008061915511125443,124.04,fcfae2ef5c008db31ed387293a33c90f01370718bec1a4ea94743707a985ebcd
Q11-0435,A1,stackexchange,BkiUgr_xK7IAD7XMK3Kv,,1,0,3317,25,0.007536930961712391,132.68,72e6d8dbed1bffc0ad337bac9e7a62bb8ee31b2312cc655583c7942757d466b4
Q11-0436,A1,book,BkiUa6DxaL3SuglazCWc,,1,0,51,25,0.49019607843137253,2.04,b25fd50043dc1ca8c9bece4568daed6b5d0c97dc7747edcc9ee7e8b573a434a4
Q11-0437,A1,book,BkiUdvE5qdmDNotg_pE7,,3,0,49,25,0.5102040816326531,1.96,2eee3dea8ca0805e7dd4aa9120341f565fd2716f7023712bfb42f98a1d8f632c
Q11-0438,A1,arxiv,BkiUfNw25V5jPC6s0xZV,,2,0,473,25,0.052854122621564484,18.92,8d600a8b03c32540e4ccbf360a9dda37198eb8e461ca04f4ceedeff6ee3eea18
Q11-0439,A1,github,BkiUc-45qhDBMCD_Qx3U,,2,0,3330,25,0.0075075075075075074,133.2,3a81055506d461bc305139ade5ae45909fd3ddf99ae0ec2da8558e129978ec26
Q11-0440,A1,github,BkiUeJU4eIOjR-nC7h9Z,,1,0,3328,25,0.007512019230769231,133.12,60e4fe86f9e6e6d7bc57025f53109e0a56924c0aabaf144bcf94e28cbe4fdf87
Q11-0441,A1,c4,BkiUerA4uzkg3srlW3zf,,2,1,28,25,0.8928571428571429,1.12,daacb61a24797677369714f8e13023639265205b13c7d5aa52b8f514eef766c3
Q11-0442,A1,github,BkiUa2nxK6EuNCwytICD,,2,0,3330,25,0.0075075075075075074,133.2,1fbef33f09cdaaabe5fc6aa6e74156d1fcd4660b56b125a8228f6f6606388417
Q11-0443,A1,commoncrawl,BkiUbeLxK7kjXIK5p-vZ,,3,0,3154,25,0.007926442612555484,126.16,e0aa3ca434c660f5c41b988ae231266696905b4fcdf5b13b5b53b252bb4b8704
Q11-0444,A1,commoncrawl,BkiUdd05qWTA-GNL-oiD,,3,1,59,25,0.423728813559322,2.36,cab3184d05a14ce53ef1bcc0dd7bd58686fd5b17a3cbcabe07bf803b92e18a55
Q11-0445,A1,commoncrawl,BkiUdzzxK0zjCsHebR09,,3,0,3154,25,0.007926442612555484,126.16,ff432fb4a7cd477bbcf4e899e1e1e8bb4e7bc77f8aee514e24841d5d1025ab19
Q11-0446,A1,wikipedia,BkiUdb_xK3YB9m3uv__e,,2,0,3308,25,0.007557436517533253,132.32,a73ed548a039d82fb15482dee6934ef087c281f33f007ceefce6ee595fbe6b81
Q11-0447,A1,c4,BkiUeIg4eIOjR7hF21su,,1,0,3310,25,0.0075528700906344415,132.4,cebdc79248827c54856bb252f6d5bedcaa0ba2a9426256a6b008e9360f09c211
Q11-0448,A1,github,BkiUd6Y25YjgKNDlV7tD,,3,0,3328,25,0.007512019230769231,133.12,197c2d794e947deac131e41ae71af720610326c20d22fbe04a6d0f08977b7aea
Q11-0449,A1,stackexchange,BkiUd_3xK3YB9m7__QNR,,2,0,3318,25,0.007534659433393611,132.72,58df23d33727a5a4ff6873874aa27b383e9696184c79d6293f4fbc7d3fb9335f
Q11-0450,A1,stackexchange,BkiUb-o25V5hcGj04zPx,,3,0,3328,25,0.007512019230769231,133.12,007051351bbb902e829733d7ffe00c5badb4cf4f2c266753ee1fc895902e174d
Q11-0451,A1,stackexchange,BkiUcWc5qhLAB70I3x2B,,3,0,3328,25,0.007512019230769231,133.12,3318abc8e99c7e5eae70c7ea48e8904d5ef5781c9e3fdf325e5d1d71ea17d0ad
Q11-0452,A1,commoncrawl,BkiUeDLxaJJQnK0WJsCx,,2,0,3118,25,0.008017960230917255,124.72,824252c6c296600f4e77d42f0b7a1c323b2fff69fbec9555cc005993ca8d3dd1
Q11-0453,A1,arxiv,BkiUd2Y4ubnhDSvJRyHO,,3,0,472,25,0.05296610169491525,18.88,5d3a5218b28e0830cf82eadf11188cc007dfbd2d107ac5c77d89d1046703a4c2
Q11-0454,A1,c4,BkiUbes4uBhhxJplZKsF,,1,0,3310,25,0.0075528700906344415,132.4,12df23ac900539faae6c8f77c4017234d64ed09ff0fafbc0af962d349a95810c
Q11-0455,A1,wikipedia,BkiUfHQ4uzqgCTcsvWJn,,2,0,3308,25,0.007557436517533253,132.32,f9d4f6debac140cd5021b94bc6aba620c5293c712272d5b0d1cea7a072fdaae7
Q11-0456,A1,stackexchange,BkiUbzU5qsNCPSsgaZLH,,1,0,3317,25,0.007536930961712391,132.68,9757339cfaf4e0791ab33d8215593416160624a7f803473e6238cbb42f925483
Q11-0457,A1,wikipedia,BkiUf5TxK0zjCsHedT-F,,1,0,3321,25,0.007527853056308341,132.84,f9879da94ddb6e804e5791da9591795c5e73f8465f1964807ed81dce2a8abab6
Q11-0458,A1,stackexchange,BkiUbyrxK4sA-5Y3rLTr,,2,0,3318,25,0.007534659433393611,132.72,f8b720ed6e0ea2e04d76d83ff0c8c7f4f306cd37c929b7beb059e7e4612b95b4
Q11-0459,A1,c4,BkiUeA85qoTDtsJtBJSx,,2,0,3305,25,0.007564296520423601,132.2,41969a04938571bdf61c18c36dc5f7ba485514c8da34eba64c6160b1919229d2
Q11-0460,A1,book,BkiUdOs4uBhhxMInUaqK,,2,0,52,25,0.4807692307692308,2.08,5ea6b2cc356ca9f5621e268898427c2ff251522316eda7c8f6f813d200f21918
Q11-0461,A1,wikipedia,BkiUdaA5qdmB60zYsg9p,,3,0,3322,25,0.007525586995785672,132.88,50d01fd8b4495fef221feb605299c61e89b9ddffee59c9449b0f0df5f288c1de
Q11-0462,A1,arxiv,BkiUdGo5qsMAI4VBThlm,,2,0,473,25,0.052854122621564484,18.92,097d1180205a812b453821e52ad9488c451356cb0af69047571cc5ef90467977
Q11-0463,A1,arxiv,BkiUezg4uzkg7CPSlY2N,,3,0,472,25,0.05296610169491525,18.88,66c1e6e9512c9db4305194b97731f97a5b8b25bfcd532548b35f25a2b310140f
Q11-0464,A1,commoncrawl,BkiUdATxK4sA-7sDe5TL,,1,0,3101,25,0.008061915511125443,124.04,2afc463cd21a21fceec670bf9b72693cf222697cacfac65379a83f92e2757224
Q11-0465,A1,commoncrawl,BkiUblA5qhLACDOs88wd,,3,0,3154,25,0.007926442612555484,126.16,907f9843a6439dfc2ea599d77eeac3c0d10606f243cef9008e5005cc516b3de4
Q11-0466,A1,github,BkiUbWQ4dbjiU7SsVZIv,,1,0,3328,25,0.007512019230769231,133.12,849a594c23379470bb5c076a4d1bea6fbb2732d455b9b4acf49e5ee96ac79eca
Q11-0467,A1,commoncrawl,BkiUbjjxK03BfNelVgHw,,2,1,95,25,0.2631578947368421,3.8,16913ef2b189805fd1cd36b9830001ca54467f9e722ef1ee35be2644f0ad26fd
Q11-0468,A1,wikipedia,BkiUcv05qdmC61zz3DWZ,,3,0,3322,25,0.007525586995785672,132.88,35292f2ba588adaba1394e9af8ab98155d78331abdf9f2af74df8461ce05b3a2
Q11-0469,A1,arxiv,BkiUdY45qoYA4xX7Fs7m,,2,0,473,25,0.052854122621564484,18.92,1cc1e3126de0920ffd4ef011736d5c302eff399beda934caf4c19ec54990fa70
Q11-0470,A1,book,BkiUd885qoTBG9o64qmS,,2,0,52,25,0.4807692307692308,2.08,2adc57a3a7bd5b90492dcf26cbbdb0d52e8aab7bf3e591c6036dcf95dd54b99a
Q11-0471,A1,arxiv,BkiUda85qdmDEvUswtO0,,3,0,472,25,0.05296610169491525,18.88,4284dca2d25d572b2ef77a1bfb90ae7191b48ec893a7c3e4f8d53d41670dfafd
Q11-0472,A1,c4,BkiUbinxK1Thg98UeaS9,,2,0,3305,25,0.007564296520423601,132.2,3dd7e6ddd3c43d5be47bcf49fd13b584ed7201d00aebb2039ccb4113da99d605
Q11-0473,A1,commoncrawl,BkiUdV3xK6wB9jjDgM7_,,1,1,113,25,0.22123893805309736,4.52,887205080db6430b3159aeeb749ddebcf4cabdfb2b024b43eeab5557422adff5
Q11-0474,A1,c4,BkiUa1bxK6mkyCKCyl1_,,2,0,3305,25,0.007564296520423601,132.2,0413a85e586fa6acbb0b0e10b3b0c2a0a55420d77bab4cdcb5b1db3042a71a7a
Q11-0475,A1,commoncrawl,BkiUeBc4eIXh79703KZQ,,3,1,59,25,0.423728813559322,2.36,5d0c1bfb82cc9d9e0914b0998205de776763db4c3848043127f41856b545711c
Q11-0476,A1,arxiv,BkiUd804dbghfKo4mz1O,,1,0,471,25,0.05307855626326964,18.84,1dcba03addbea9f915814fdbff10ec2a7198902d40e1ff309f0446fdf3c91293
Q11-0477,A1,c4,BkiUe7Y25V5jLYeqlXlx,,2,0,3305,25,0.007564296520423601,132.2,b2bd9fec6382eaceac53e340ea33d27e4e548250e582d35a0709fe7864d581e3
Q11-0478,A1,arxiv,BkiUa5w5qX_AYzDLroyZ,,1,0,471,25,0.05307855626326964,18.84,6afac576017f3e0cdf3314e88f781662b0962587830a4ddcc8ca4b6d86a0f076
Q11-0479,A1,book,BkiUabvxK0wg05VB4taD,,2,1,5,5,1.0,1.0,a83087ff89402eb1b0b5e7e3ccf99559aebc505cd0f5b72e2cb0462af574b051
Q11-0480,A1,c4,BkiUf4HxK6mkyCKC3if1,,3,0,3311,25,0.007550588945937783,132.44,cfa861b3d7db9cf2475850d7f68401568798f85e1f4b52662cb225e6fd83d56c
Q11-0481,A1,github,BkiUcY05qsNCPep75nmJ,,1,0,3328,25,0.007512019230769231,133.12,166eed00bd2c55aded8f3b6954bc9d1d0ee76ba4b1122fab1c01a46fd52a5730
Q11-0482,A1,commoncrawl,BkiUawzxK0wg0_748YDI,,3,1,59,25,0.423728813559322,2.36,0912419d01e30bab26ca9d0a2df8fd529b0438935f9b9390c9d80635ed1bbc8b
Q11-0483,A1,commoncrawl,BkiUbWU5qsBB3Od3ghRE,,2,1,95,25,0.2631578947368421,3.8,d898362420fc42517c1b658ccfcc47cceeee943fc1a6154288d14e7fcf134e1b
Q11-0484,A1,wikipedia,BkiUbGQ5qrqCyihwZxy9,,1,1,13,13,1.0,1.0,9eb2bc4b36386b8a695f383bec003177aef92c8f2bdfba4bd858c2a376f6282f
Q11-0485,A1,stackexchange,BkiUbg05qX_AYyMMzBNh,,1,0,3317,25,0.007536930961712391,132.68,10d5d2162aa33aac7b20072df82a7f9298f5ff47cead885b4ea59ba9c782961f
Q11-0486,A1,c4,BkiUdjU5qhLBWY0XucTi,,1,1,24,24,1.0,1.0,aee718c3b532ec32906c6f89b7d54476ec76c9b3f496c466b9d98f7f25ac535c
Q11-0487,A1,book,BkiUbpI5qsFAfu5d6Ruf,,1,1,6,6,1.0,1.0,44f03adc944cc8e081cca23a5aca31bf68805967cfaa4d8d727827c1fb0cbf2c
Q11-0488,A1,wikipedia,BkiUabfxK7ICUuXeinrb,,2,0,3308,25,0.007557436517533253,132.32,de2d42fd9c73456406dc6006cfb95d9f34b1f18ce2f78662e12ae6d2e36a40f6
Q11-0489,A1,stackexchange,BkiUdvjxK6-gDz87QY7O,,1,0,3317,25,0.007536930961712391,132.68,fbe62b198c565432a630db02975ad0dd7698bb1c39cf989bd8a6837fdcd0a634
Q11-0490,A1,commoncrawl,BkiUd3TxK1UJ-2RwW952,,1,1,113,25,0.22123893805309736,4.52,b25e3b4fe4771136630b0aa46985ff18fd5310e0d2a6eb5133ac364fb4ef3deb
Q11-0491,A1,wikipedia,BkiUecnxK2li-DeX0qf8,,2,0,3308,25,0.007557436517533253,132.32,b49aac4ff9f4932933ba0b964963366ee854d345187a612c148c1021a9c78bbd
Q11-0492,A1,stackexchange,BkiUdwA5qoTAsvxNqjHr,,2,1,15,15,1.0,1.0,6b655f34aea5a184c7856c566fb711bc8ff3148ab2107c83fe30162209c73ad6
Q11-0493,A1,book,BkiUcE7xK7Tt6CA5F9h9,,2,0,52,25,0.4807692307692308,2.08,0a543196b3092b258c95ebe5e686ccc285abc506366a3ee3d275616d83a5136d
Q11-0494,A1,c4,BkiUf9jxK3YB9m3uy_xO,,1,0,3310,25,0.0075528700906344415,132.4,b3af6fae0dc8495d61ff839501eb9766e18a9f660a991e43ec0a6c83ceac2e99
Q11-0495,A1,arxiv,BkiUb0PxK6-gDz87OlKc,,1,0,471,25,0.05307855626326964,18.84,1d38dcad88f5430f0fc0d5eb1278e775fe3bed2637181a98ef5315bc8413e540
Q11-0496,A1,stackexchange,BkiUbH_xK7Ehm2ZQy08N,,2,0,3318,25,0.007534659433393611,132.72,b5921b43d77e341b1c604454c8d5d59166ade73fe9c58bac25de32299dafcdb7
Q11-0497,A1,wikipedia,BkiUdsHxaKgT3IjnVMGb,,3,0,3322,25,0.007525586995785672,132.88,fed43638f2f3dd0907565d9201677db2117bda6cb6f7702eb5f4813343b45279
Q11-0498,A1,book,BkiUfko25V5jXr9apiGu,,2,0,52,25,0.4807692307692308,2.08,cf952bd80e31a99533fd8b4e8e527bce8fdc6b79143269dab57694455eb5b47b
Q11-0499,A1,commoncrawl,BkiUbyg5jDKDyDz_7tki,,1,0,3101,25,0.008061915511125443,124.04,2d0768dcf6a07448a6f871ad2f23b81ebab13606070d4844fc9c4f62d6b2a0f5
Q11-0500,A1,wikipedia,BkiUdAw5ixsDMB_Mix0x,,1,1,13,13,1.0,1.0,3211a3114d4b6a98aa0991b6982cbc0235315041e660fe0cc29392537ad7858c
Q11-0501,A1,stackexchange,BkiUddU4eIXh58Qxsk34,,1,0,3317,25,0.007536930961712391,132.68,8b55955907a42fd7a08467ab8c0f736db62e622e8522bbd87535575390bce71e
Q11-0502,A1,arxiv,BkiUa73xK7Dgs_XS91nP,,1,0,471,25,0.05307855626326964,18.84,ae185b4fe876a8f40d330de829a6c0cd21074ba93c9ad58f32bc33a02f37cc10
Q11-0503,A1,arxiv,BkiUczXxK6nrxq6DnFCL,,1,0,471,25,0.05307855626326964,18.84,e6e26d804ba20953a4ba0de6a02b36db9343221d75bd2e85cfd59d89ae6903e6
Q11-0504,A1,c4,BkiUeH45qYVBjcNb2iT6,,3,1,22,22,1.0,1.0,708c67930beda4b83dd7b5a16c95db88eee2bd18ecbf36442f5f2ed09e6037c6
Q11-0505,A1,c4,BkiUdSrxK6EuM_Ubq34d,,3,0,3311,25,0.007550588945937783,132.44,dac148f49e3b2d9222484a9f96fb24e176656b049d190b826c8211f52fab3129
Q11-0506,A1,github,BkiUbAjxK19JmejM7aCw,,1,1,6,6,1.0,1.0,5e532db907cd7a5240f3ec16403e65b5f10cd3d3d2977b70926e177ab984feaa
Q11-0507,A1,wikipedia,BkiUdsA5qhLBCSMaNqv7,,2,0,3308,25,0.007557436517533253,132.32,07ba7cc722c77a9d678edb3a139ccab8c8d28bd39e36de2754d239db13762da6
Q11-0508,A1,wikipedia,BkiUcz_xK7Ehm79fcfZI,,2,1,25,25,1.0,1.0,a1c531848b6b7a13e91f34233d98bced956b3fcedb45cf0a071686efcd21605b
Q11-0509,A1,c4,BkiUeFrxK3YB9i3RL9bn,,2,0,3305,25,0.007564296520423601,132.2,0d088c9b2d11137384004ae843a37009ffc0e4e1210a5cdf635eb2a924b60792
Q11-0510,A1,github,BkiUdj44eIXh58QxsrRj,,1,0,3328,25,0.007512019230769231,133.12,7a16c302933f4d3fffc29a7534d538ff156935d07bca56dba67b01b691fe4e99
Q11-0511,A1,c4,BkiUdUc5qhLA4YB2lxVH,,2,0,3305,25,0.007564296520423601,132.2,34960002341e9c22135ff8662cf5baf7f9692425154751efecb24873cf9a2ba5
Q11-0512,A1,wikipedia,BkiUdAg5qhDBRmv5ti4p,,2,0,3308,25,0.007557436517533253,132.32,71b900228d42467686aae19597105c3fe2687d8d964f7546a6c7a2d0684e2aee
Q11-0513,A1,github,BkiUcwo4eIXhpe8BPbZQ,,2,0,3330,25,0.0075075075075075074,133.2,ffa6083f4bbbfd833e48c6c9ff25b991e9cd5c46f9a944b75a9194633d223e0e
Q11-0514,A1,wikipedia,BkiUbHQ4eIXgu113IBMJ,,1,0,3321,25,0.007527853056308341,132.84,85e30d007a293f10b2d4cfd1e665d3743b613b217da91dcf67b40957ddc0de69
Q11-0515,A1,c4,BkiUdSg4dbgg4JMhnZrG,,3,0,3311,25,0.007550588945937783,132.44,99406b027d0955cf02722e127ad0156424999f130c01534e3e3f1ac221fd1a80
Q11-0516,A1,wikipedia,BkiUbC85qU2Ap2IpcMFF,,3,1,11,11,1.0,1.0,5cad45969bf84523816b07cd1b4d63e80d43fe6e21bddfd6739bc07115ac0851
Q11-0517,A1,book,BkiUdoU4ubnjosH9HjJL,,3,0,49,25,0.5102040816326531,1.96,e13c3f568da031f99f39b0f1fb84c29685872da25a9d0e1985e6fcbf7f2ffd74
Q11-0518,A1,book,BkiUbj7xaKgS2MYsNzd6,,2,0,52,25,0.4807692307692308,2.08,618c8c3d3d77cd292a0315ee52b5b5a6d21ee838cd22648a2f29b8e22a28bf7f
Q11-0519,A1,commoncrawl,BkiUbI05qsNCPdQKsoa5,,3,1,59,25,0.423728813559322,2.36,505b299fbb6cca0b9b06d8372817d5e4d62b652580e0338be195323a02823348
Q11-0520,A1,wikipedia,BkiUdqLxaKgQKLxdb-SR,,1,1,13,13,1.0,1.0,05792caa50299b207f480307cbe4b95df6042544649cd451a469f201e392192e
Q11-0521,A1,c4,BkiUc0XxK7Ehm4VQvOOO,,1,0,3310,25,0.0075528700906344415,132.4,b5bbb1e3ee17494b136cb075508a63af8cf0adfad27739bf2a8b406bf6806686
Q11-0522,A1,commoncrawl,BkiUa-zxK7ICUt7cOduT,,1,0,3101,25,0.008061915511125443,124.04,ccb31f6a1144e259ee4acfeae47a6a388abf3b7b14965a69c3c7b5b5d6b4fccc
Q11-0523,A1,wikipedia,BkiUadrxK3YB9raXxViw,,2,1,25,25,1.0,1.0,7648f6262ebe4a3335761251939b5c5eacd2fe4c3a7a07a871d06bccb102fe19
Q11-0524,A1,wikipedia,BkiUb8rxaL3Suglaz4Ku,,3,0,3322,25,0.007525586995785672,132.88,73040479087fc5d96edb0f3ad504e3b6b2bf274d17778a78d54c6fcc8d78bd23
Q11-0525,A1,arxiv,BkiUcwc5jDKDyJ94WoUT,,1,0,471,25,0.05307855626326964,18.84,4c67ac443de0bd94a466e3cc243e2c43605f19e8095594c2643b311673585a99
Q11-0526,A1,wikipedia,BkiUdho25V5iqPl1DnqW,,2,1,25,25,1.0,1.0,1cff57b050d4bc96bcacd9c6b49e8d5119c13225b53f3684b6d243c72c0fa4b1
Q11-0527,A1,commoncrawl,BkiUcoA5qhDACtS7gVW7,,3,0,3154,25,0.007926442612555484,126.16,8e6b45c46994e0460f08e2bbe94f65c3296a0cdc617362ec8ea2ac79830389d9
Q11-0528,A1,wikipedia,BkiUbbU5qU2Aps3F58CA,,1,1,13,13,1.0,1.0,38b22f0d93bc2f6818b385dea07332ca4a38eda0fc3a3c14fc23873772658de0
Q11-0529,A1,github,BkiUbDg5qsNCPdwheJxj,,3,0,3328,25,0.007512019230769231,133.12,26e2ff12e168e8ea0e769f3f43326e630f205982da43aea3671de028c859f002
Q11-0530,A1,arxiv,BkiUf13xK1fBGwCLPSMO,,2,0,473,25,0.052854122621564484,18.92,968d4ba33d6edbbd32dd9128c76ada5a380a0620ba54da6a7a0591e71fcbf0dd
Q11-0531,A1,c4,BkiUdSM4ukPiEYUYc4hM,,1,0,3310,25,0.0075528700906344415,132.4,7e13a3567e8697eb30d80a1a0b742ca6b89129bdef8ddb49844aa0fc3cf5521d
Q11-0532,A1,github,BkiUdyfxaL3SujGfKUHp,,3,0,3328,25,0.007512019230769231,133.12,bded6cfef4a9f7c3d808be969bba475b9d537b9364241ad10bc7e4e9aa1e1488
Q11-0533,A1,arxiv,BkiUdGM4dbgg4JMhnNMO,,1,1,2,2,1.0,1.0,cec9d5ffc5360c5e28609c8f672dee880baf159848313185816925515910fcd1
Q11-0534,A1,github,BkiUdiLxaKgQNOzmpTgR,,3,0,3328,25,0.007512019230769231,133.12,3d0b8e347f5ed2b05aa47f67148d770c5012ed57122eeab5248df24289bca0e9
Q11-0535,A1,wikipedia,BkiUbhLxK6nrxqmox3re,,1,0,3321,25,0.007527853056308341,132.84,23c6105a20dd51be77ec7866b5d263f5fd8379a73f5fcfa4e974c3b0985176ad
Q11-0536,A1,c4,BkiUgDe6NNjgBvv4RlCF,,2,1,28,25,0.8928571428571429,1.12,f883b9ff65268f65ba7cd922e8b196df3c72e8496033830fe84afb8ae0157d1f
Q11-0537,A1,c4,BkiUc9M5i7PA9O6rSzCP,,2,1,28,25,0.8928571428571429,1.12,76ad348fe829d13d6370049e1e2c09211ac11d1b6180a88ccd356d61feec8184
Q11-0538,A1,github,BkiUdivxK1ThhAqzW84F,,3,0,3328,25,0.007512019230769231,133.12,4f25bd860aee49dccfd43fc44f5f08342690f7dd6ef624658300cab06db0d3d4
Q11-0539,A1,wikipedia,BkiUeVjxK7IAHfYW_icQ,,2,1,25,25,1.0,1.0,4d6ccfe968167feb1b7dfc9574dfca20e649c45e30a9cfb8953d2635bdebc7d4
Q11-0540,A1,wikipedia,BkiUdN44dbgg2ozrH5C8,,1,1,13,13,1.0,1.0,f4412c134438c7c05f71a60698b3dc72658b980fa3c60cf6b9e5ee1e36b6d4c9
Q11-0541,A1,c4,BkiUdhs4eIOjRrm8BAub,,1,1,24,24,1.0,1.0,db33ddcd0533211fdc3a0d917588c4d97f3fc1e570bd023765f63ca1b0930372
Q11-0542,A1,c4,BkiUd-05qsFAfn88uJ0E,,2,0,3305,25,0.007564296520423601,132.2,68dfa5fd60bd4102b097be769f512c33ccfd55cb50d0273ae2cbdf03bd774b9f
Q11-0543,A1,github,BkiUcn_xK4tBVicoCMAt,,3,1,5,5,1.0,1.0,525cc162a20a0dd11990de3652b2cdb69995ed5cbc390a87e6214a68bfae1ad2
Q11-0544,A1,commoncrawl,BkiUfZI25V5jX_qCeXiB,,3,1,59,25,0.423728813559322,2.36,fce70ed7abf41d2241bf16710dad0ce36c64c0689b8ece0df4930c9a5a77d7cb
Q11-0545,A1,commoncrawl,BkiUdrA5qsMAIpX-fqx_,,2,1,95,25,0.2631578947368421,3.8,141fb7176a22ac20c22b58ebc7fe92f7492211898fa801a9343f492f4969fc35
Q11-0546,A1,arxiv,BkiUdSI5qhDBUi61T7F3,,2,0,473,25,0.052854122621564484,18.92,577282763bacd4fc844921360a0eec9ca842bbe78a4a4a19dbf0e0e1a383d1ac
Q11-0547,A1,c4,BkiUdOjxaKgS2M58f_Ie,,3,0,3311,25,0.007550588945937783,132.44,90b45c627ce581035ff52d0c0c42b5cc347964e5c126c04d2052217a19aaae70
Q11-0548,A1,commoncrawl,BkiUdCs4dbgg-nPSr91X,,1,1,113,25,0.22123893805309736,4.52,a79b82f6aa010d2bd18376d2d82612e665b4a042c5b5dc1872087a5435cd6e63
Q11-0549,A1,github,BkiUc6LxK3YB9ohkMOY0,,2,0,3330,25,0.0075075075075075074,133.2,45f7a092ecebb167ee445975d4a47cb51709719cc6d2c1af2c13c28edee577a2
Q11-0550,A1,book,BkiUdWs4dbgg5K7vcYv7,,3,0,49,25,0.5102040816326531,1.96,e4cb6eae900f86ebb4a6bafac2e7ab3cc0e34d182d22e03e6bae6bda6e6e16a9
Q11-0551,A1,stackexchange,BkiUbcc5qoTDtzcIAW11,,1,0,3317,25,0.007536930961712391,132.68,cd579d3d794496749f94969be5b5638719c0893e1abd995dfa48fc3e86f71c66
Q11-0552,A1,stackexchange,BkiUc9s4uBhivVgoi3po,,1,1,17,17,1.0,1.0,2a21414fe99c2c24a5f0c0e3114a300d503b92f346c58b17a119e6718b195162
Q11-0553,A1,c4,BkiUav3xK2li-DeXx4AB,,3,0,3311,25,0.007550588945937783,132.44,821deca8f481beaa7390069ea3e8c07a605a917e558c86a9bc0fa310add7333a
Q11-0554,A1,stackexchange,BkiUfFU25V5jQ-dgBFHd,,1,1,17,17,1.0,1.0,448fb7ca5f7e56b958a38a7490000aa2dedf50a8ed057ba438496bd60df78eb5
Q11-0555,A1,arxiv,BkiUc2M4uBhhw71LMDBE,,1,0,471,25,0.05307855626326964,18.84,7e2d123e49328213d291b47e87860c83574ed3ef8f00f4923610f6642426a839
Q11-0556,A1,commoncrawl,BkiUbwrxK6wB9lIs7mB4,,1,1,113,25,0.22123893805309736,4.52,ca08d4c186fd82ca532d4fa3880c6f96d8f7d78048ac9e9865abaccbc1833ffd
Q11-0557,A1,commoncrawl,BkiUdgA5qoYAuyWAVZH8,,3,0,3154,25,0.007926442612555484,126.16,036c39eef09048652b0e35aff1faf47330cbe675b6e8728263ec0193dd4d9ad3
