grid_id,source_run_id,N_params_B,D_tokens_B,m3_N_params_B,m3_D_tokens_B,N_match,D_match,support_feasible_source_column,support_feasible,support_flag_recomputed,alignment_pass
1062,1062,6.86104,266.338,6.86104,266.338,True,True,m3_search_allowed,True,False,True
1063,1063,6.86104,268.435,6.86104,268.435,True,True,m3_search_allowed,True,False,True
1064,1064,6.86104,270.533,6.86104,270.533,True,True,m3_search_allowed,True,False,True
1065,1065,6.86104,272.63,6.86104,272.63,True,True,m3_search_allowed,True,False,True
1066,1066,6.86104,274.727,6.86104,274.727,True,True,m3_search_allowed,True,False,True
1067,1067,6.86104,276.824,6.86104,276.824,True,True,m3_search_allowed,True,False,True
1068,1068,6.86104,278.921,6.86104,278.921,True,True,m3_search_allowed,True,False,True
1069,1069,6.86104,281.018,6.86104,281.018,True,True,m3_search_allowed,True,False,True
1070,1070,6.86104,283.116,6.86104,283.116,True,True,m3_search_allowed,True,False,True
1071,1071,6.86104,285.213,6.86104,285.213,True,True,m3_search_allowed,True,False,True
1072,1072,6.86104,287.31,6.86104,287.31,True,True,m3_search_allowed,True,False,True
1073,1073,6.86104,289.407,6.86104,289.407,True,True,m3_search_allowed,True,False,True
1074,1074,6.86104,291.504,6.86104,291.504,True,True,m3_search_allowed,True,False,True
1075,1075,6.86104,293.601,6.86104,293.601,True,True,m3_search_allowed,True,False,True
1076,1076,6.86104,295.698,6.86104,295.698,True,True,m3_search_allowed,True,False,True
1077,1077,6.86104,297.796,6.86104,297.796,True,True,m3_search_allowed,True,False,True
1078,1078,6.86104,299.893,6.86104,299.893,True,True,m3_search_allowed,True,False,True
1086,1086,11.965825,0.134,11.965825,0.134,True,True,m3_search_allowed,True,False,True
1087,1087,11.965825,0.268,11.965825,0.268,True,True,m3_search_allowed,True,False,True
1088,1088,11.965825,0.537,11.965825,0.537,True,True,m3_search_allowed,True,False,True
1089,1089,11.965825,1.074,11.965825,1.074,True,True,m3_search_allowed,True,False,True
1090,1090,11.965825,2.097,11.965825,2.097,True,True,m3_search_allowed,True,False,True
1091,1091,11.965825,4.194,11.965825,4.194,True,True,m3_search_allowed,True,False,True
1092,1092,11.965825,6.291,11.965825,6.291,True,True,m3_search_allowed,True,False,True
1093,1093,11.965825,8.389,11.965825,8.389,True,True,m3_search_allowed,True,False,True
1094,1094,11.965825,10.486,11.965825,10.486,True,True,m3_search_allowed,True,False,True
1095,1095,11.965825,12.583,11.965825,12.583,True,True,m3_search_allowed,True,False,True
1096,1096,11.965825,14.68,11.965825,14.68,True,True,m3_search_allowed,True,False,True
1097,1097,11.965825,16.777,11.965825,16.777,True,True,m3_search_allowed,True,False,True
1098,1098,11.965825,18.874,11.965825,18.874,True,True,m3_search_allowed,True,False,True
1099,1099,11.965825,20.972,11.965825,20.972,True,True,m3_search_allowed,True,False,True
1100,1100,11.965825,23.069,11.965825,23.069,True,True,m3_search_allowed,True,False,True
1101,1101,11.965825,25.166,11.965825,25.166,True,True,m3_search_allowed,True,False,True
1102,1102,11.965825,27.263,11.965825,27.263,True,True,m3_search_allowed,True,False,True
1103,1103,11.965825,29.36,11.965825,29.36,True,True,m3_search_allowed,True,False,True
1104,1104,11.965825,31.457,11.965825,31.457,True,True,m3_search_allowed,True,False,True
1105,1105,11.965825,33.554,11.965825,33.554,True,True,m3_search_allowed,True,False,True
1106,1106,11.965825,35.652,11.965825,35.652,True,True,m3_search_allowed,True,False,True
1107,1107,11.965825,37.749,11.965825,37.749,True,True,m3_search_allowed,True,False,True
1108,1108,11.965825,39.846,11.965825,39.846,True,True,m3_search_allowed,True,False,True
1109,1109,11.965825,41.943,11.965825,41.943,True,True,m3_search_allowed,True,False,True
1110,1110,11.965825,44.04,11.965825,44.04,True,True,m3_search_allowed,True,False,True
1111,1111,11.965825,46.137,11.965825,46.137,True,True,m3_search_allowed,True,False,True
1112,1112,11.965825,48.234,11.965825,48.234,True,True,m3_search_allowed,True,False,True
1113,1113,11.965825,50.332,11.965825,50.332,True,True,m3_search_allowed,True,False,True
1114,1114,11.965825,52.429,11.965825,52.429,True,True,m3_search_allowed,True,False,True
1115,1115,11.965825,54.526,11.965825,54.526,True,True,m3_search_allowed,True,False,True
1116,1116,11.965825,56.623,11.965825,56.623,True,True,m3_search_allowed,True,False,True
1117,1117,11.965825,58.72,11.965825,58.72,True,True,m3_search_allowed,True,False,True
1118,1118,11.965825,60.817,11.965825,60.817,True,True,m3_search_allowed,True,False,True
1119,1119,11.965825,62.915,11.965825,62.915,True,True,m3_search_allowed,True,False,True
1120,1120,11.965825,65.012,11.965825,65.012,True,True,m3_search_allowed,True,False,True
1121,1121,11.965825,67.109,11.965825,67.109,True,True,m3_search_allowed,True,False,True
1122,1122,11.965825,69.206,11.965825,69.206,True,True,m3_search_allowed,True,False,True
1123,1123,11.965825,71.303,11.965825,71.303,True,True,m3_search_allowed,True,False,True
1124,1124,11.965825,73.4,11.965825,73.4,True,True,m3_search_allowed,True,False,True
1125,1125,11.965825,75.497,11.965825,75.497,True,True,m3_search_allowed,True,False,True
1126,1126,11.965825,77.595,11.965825,77.595,True,True,m3_search_allowed,True,False,True
1127,1127,11.965825,79.692,11.965825,79.692,True,True,m3_search_allowed,True,False,True
1128,1128,11.965825,81.789,11.965825,81.789,True,True,m3_search_allowed,True,False,True
1129,1129,11.965825,83.886,11.965825,83.886,True,True,m3_search_allowed,True,False,True
1130,1130,11.965825,85.983,11.965825,85.983,True,True,m3_search_allowed,True,False,True
1131,1131,11.965825,88.08,11.965825,88.08,True,True,m3_search_allowed,True,False,True
1132,1132,11.965825,90.178,11.965825,90.178,True,True,m3_search_allowed,True,False,True
1133,1133,11.965825,92.275,11.965825,92.275,True,True,m3_search_allowed,True,False,True
1134,1134,11.965825,94.372,11.965825,94.372,True,True,m3_search_allowed,True,False,True
1135,1135,11.965825,96.469,11.965825,96.469,True,True,m3_search_allowed,True,False,True
1136,1136,11.965825,98.566,11.965825,98.566,True,True,m3_search_allowed,True,False,True
1137,1137,11.965825,100.663,11.965825,100.663,True,True,m3_search_allowed,True,False,True
1138,1138,11.965825,102.76,11.965825,102.76,True,True,m3_search_allowed,True,False,True
1139,1139,11.965825,104.858,11.965825,104.858,True,True,m3_search_allowed,True,False,True
1140,1140,11.965825,106.955,11.965825,106.955,True,True,m3_search_allowed,True,False,True
1141,1141,11.965825,109.052,11.965825,109.052,True,True,m3_search_allowed,True,False,True
1142,1142,11.965825,111.149,11.965825,111.149,True,True,m3_search_allowed,True,False,True
1143,1143,11.965825,113.246,11.965825,113.246,True,True,m3_search_allowed,True,False,True
1144,1144,11.965825,115.343,11.965825,115.343,True,True,m3_search_allowed,True,False,True
1145,1145,11.965825,117.441,11.965825,117.441,True,True,m3_search_allowed,True,False,True
1146,1146,11.965825,119.538,11.965825,119.538,True,True,m3_search_allowed,True,False,True
1147,1147,11.965825,121.635,11.965825,121.635,True,True,m3_search_allowed,True,False,True
1148,1148,11.965825,123.732,11.965825,123.732,True,True,m3_search_allowed,True,False,True
1149,1149,11.965825,125.829,11.965825,125.829,True,True,m3_search_allowed,True,False,True
1150,1150,11.965825,127.926,11.965825,127.926,True,True,m3_search_allowed,True,False,True
1151,1151,11.965825,130.023,11.965825,130.023,True,True,m3_search_allowed,True,False,True
1152,1152,11.965825,132.121,11.965825,132.121,True,True,m3_search_allowed,True,False,True
1153,1153,11.965825,134.218,11.965825,134.218,True,True,m3_search_allowed,True,False,True
1154,1154,11.965825,136.315,11.965825,136.315,True,True,m3_search_allowed,True,False,True
1155,1155,11.965825,138.412,11.965825,138.412,True,True,m3_search_allowed,True,False,True
1156,1156,11.965825,140.509,11.965825,140.509,True,True,m3_search_allowed,True,False,True
1157,1157,11.965825,142.606,11.965825,142.606,True,True,m3_search_allowed,True,False,True
1158,1158,11.965825,144.703,11.965825,144.703,True,True,m3_search_allowed,True,False,True
1159,1159,11.965825,146.801,11.965825,146.801,True,True,m3_search_allowed,True,False,True
1160,1160,11.965825,148.898,11.965825,148.898,True,True,m3_search_allowed,True,False,True
1161,1161,11.965825,150.995,11.965825,150.995,True,True,m3_search_allowed,True,False,True
1162,1162,11.965825,153.092,11.965825,153.092,True,True,m3_search_allowed,True,False,True
1163,1163,11.965825,155.189,11.965825,155.189,True,True,m3_search_allowed,True,False,True
1164,1164,11.965825,157.286,11.965825,157.286,True,True,m3_search_allowed,True,False,True
1165,1165,11.965825,159.384,11.965825,159.384,True,True,m3_search_allowed,True,False,True
1166,1166,11.965825,161.481,11.965825,161.481,True,True,m3_search_allowed,True,False,True
1167,1167,11.965825,163.578,11.965825,163.578,True,True,m3_search_allowed,True,False,True
1168,1168,11.965825,165.675,11.965825,165.675,True,True,m3_search_allowed,True,False,True
1169,1169,11.965825,167.772,11.965825,167.772,True,True,m3_search_allowed,True,False,True
1170,1170,11.965825,169.869,11.965825,169.869,True,True,m3_search_allowed,True,False,True
1171,1171,11.965825,171.966,11.965825,171.966,True,True,m3_search_allowed,True,False,True
1172,1172,11.965825,174.064,11.965825,174.064,True,True,m3_search_allowed,True,False,True
1173,1173,11.965825,176.161,11.965825,176.161,True,True,m3_search_allowed,True,False,True
1174,1174,11.965825,178.258,11.965825,178.258,True,True,m3_search_allowed,True,False,True
1175,1175,11.965825,180.355,11.965825,180.355,True,True,m3_search_allowed,True,False,True
1176,1176,11.965825,182.452,11.965825,182.452,True,True,m3_search_allowed,True,False,True
1177,1177,11.965825,184.549,11.965825,184.549,True,True,m3_search_allowed,True,False,True
1178,1178,11.965825,186.647,11.965825,186.647,True,True,m3_search_allowed,True,False,True
1179,1179,11.965825,188.744,11.965825,188.744,True,True,m3_search_allowed,True,False,True
1180,1180,11.965825,190.841,11.965825,190.841,True,True,m3_search_allowed,True,False,True
1181,1181,11.965825,192.938,11.965825,192.938,True,True,m3_search_allowed,True,False,True
1182,1182,11.965825,195.035,11.965825,195.035,True,True,m3_search_allowed,True,False,True
1183,1183,11.965825,197.132,11.965825,197.132,True,True,m3_search_allowed,True,False,True
1184,1184,11.965825,199.229,11.965825,199.229,True,True,m3_search_allowed,True,False,True
1185,1185,11.965825,201.327,11.965825,201.327,True,True,m3_search_allowed,True,False,True
1186,1186,11.965825,203.424,11.965825,203.424,True,True,m3_search_allowed,True,False,True
1187,1187,11.965825,205.521,11.965825,205.521,True,True,m3_search_allowed,True,False,True
1188,1188,11.965825,207.618,11.965825,207.618,True,True,m3_search_allowed,True,False,True
1189,1189,11.965825,209.715,11.965825,209.715,True,True,m3_search_allowed,True,False,True
1190,1190,11.965825,211.812,11.965825,211.812,True,True,m3_search_allowed,True,False,True
1191,1191,11.965825,213.91,11.965825,213.91,True,True,m3_search_allowed,True,False,True
1192,1192,11.965825,216.007,11.965825,216.007,True,True,m3_search_allowed,True,False,True
1193,1193,11.965825,218.104,11.965825,218.104,True,True,m3_search_allowed,True,False,True
1194,1194,11.965825,220.201,11.965825,220.201,True,True,m3_search_allowed,True,False,True
1195,1195,11.965825,222.298,11.965825,222.298,True,True,m3_search_allowed,True,False,True
1196,1196,11.965825,224.395,11.965825,224.395,True,True,m3_search_allowed,True,False,True
1197,1197,11.965825,226.492,11.965825,226.492,True,True,m3_search_allowed,True,False,True
1198,1198,11.965825,228.59,11.965825,228.59,True,True,m3_search_allowed,True,False,True
1199,1199,11.965825,230.687,11.965825,230.687,True,True,m3_search_allowed,True,False,True
1200,1200,11.965825,232.784,11.965825,232.784,True,True,m3_search_allowed,True,False,True
1201,1201,11.965825,234.881,11.965825,234.881,True,True,m3_search_allowed,True,False,True
1202,1202,11.965825,236.978,11.965825,236.978,True,True,m3_search_allowed,True,False,True
1203,1203,11.965825,239.075,11.965825,239.075,True,True,m3_search_allowed,True,False,True
1204,1204,11.965825,241.172,11.965825,241.172,True,True,m3_search_allowed,True,False,True
1205,1205,11.965825,243.27,11.965825,243.27,True,True,m3_search_allowed,True,False,True
1206,1206,11.965825,245.367,11.965825,245.367,True,True,m3_search_allowed,True,False,True
1207,1207,11.965825,247.464,11.965825,247.464,True,True,m3_search_allowed,True,False,True
1208,1208,11.965825,249.561,11.965825,249.561,True,True,m3_search_allowed,True,False,True
1209,1209,11.965825,251.658,11.965825,251.658,True,True,m3_search_allowed,True,False,True
1210,1210,11.965825,253.755,11.965825,253.755,True,True,m3_search_allowed,True,False,True
1211,1211,11.965825,255.853,11.965825,255.853,True,True,m3_search_allowed,True,False,True
1212,1212,11.965825,257.95,11.965825,257.95,True,True,m3_search_allowed,True,False,True
1213,1213,11.965825,260.047,11.965825,260.047,True,True,m3_search_allowed,True,False,True
1214,1214,11.965825,262.144,11.965825,262.144,True,True,m3_search_allowed,True,False,True
1215,1215,11.965825,264.241,11.965825,264.241,True,True,m3_search_allowed,True,False,True
1216,1216,11.965825,266.338,11.965825,266.338,True,True,m3_search_allowed,True,False,True
1217,1217,11.965825,268.435,11.965825,268.435,True,True,m3_search_allowed,True,False,True
1218,1218,11.965825,270.533,11.965825,270.533,True,True,m3_search_allowed,True,False,True
1219,1219,11.965825,272.63,11.965825,272.63,True,True,m3_search_allowed,True,False,True
1220,1220,11.965825,274.727,11.965825,274.727,True,True,m3_search_allowed,True,False,True
1221,1221,11.965825,276.824,11.965825,276.824,True,True,m3_search_allowed,True,False,True
1222,1222,11.965825,278.921,11.965825,278.921,True,True,m3_search_allowed,True,False,True
1223,1223,11.965825,281.018,11.965825,281.018,True,True,m3_search_allowed,True,False,True
1224,1224,11.965825,283.116,11.965825,283.116,True,True,m3_search_allowed,True,False,True
1225,1225,11.965825,285.213,11.965825,285.213,True,True,m3_search_allowed,True,False,True
1226,1226,11.965825,287.31,11.965825,287.31,True,True,m3_search_allowed,True,False,True
1227,1227,11.965825,289.407,11.965825,289.407,True,True,m3_search_allowed,True,False,True
1228,1228,11.965825,291.504,11.965825,291.504,True,True,m3_search_allowed,True,False,True
1229,1229,11.965825,293.601,11.965825,293.601,True,True,m3_search_allowed,True,False,True
1230,1230,11.965825,295.698,11.965825,295.698,True,True,m3_search_allowed,True,False,True
1231,1231,11.965825,297.796,11.965825,297.796,True,True,m3_search_allowed,True,False,True
1232,1232,11.965825,299.893,11.965825,299.893,True,True,m3_search_allowed,True,False,True
